SquareFeet,Bedrooms,Bathrooms,YearBuilt,Price,Neighborhood_Rural,Neighborhood_Suburb,Neighborhood_Urban
2725,2,3,2004,238310.49488029515,False,True,False
1882,2,1,1993,234569.10488432337,False,True,False
1138,5,1,1994,191656.24805504805,False,False,True
1614,2,2,1991,125763.87521171223,False,False,True
2706,3,2,1975,292084.1372997601,False,False,True
1862,3,3,1970,177316.49773577508,False,False,True
1272,4,3,1974,54360.21635810874,True,False,False
2504,2,1,2008,254175.23953456213,True,False,False
1415,5,2,1988,205614.57915538244,False,True,False
1505,5,3,2015,179176.10093769355,True,False,False
1732,5,1,1991,188693.76343799508,False,False,True
2748,5,2,1971,326655.5685435132,True,False,False
2876,4,2,1951,316460.6992018583,False,True,False
1423,2,2,2008,184353.0161493066,True,False,False
2430,2,1,1960,252580.40363308444,False,True,False
2591,2,2,1990,232148.0067607037,False,True,False
1389,2,1,1953,176816.76633070438,True,False,False
1341,5,1,1976,156550.82825549375,False,True,False
1945,5,1,1995,272705.753442551,True,False,False
1613,4,2,2015,222521.58861169935,False,True,False
2956,4,3,2004,275533.49039969384,True,False,False
1492,5,3,1987,263873.3564941597,False,True,False
1191,3,1,1954,134513.6475201607,False,False,True
1498,2,1,1977,107891.1628732938,False,False,True
1821,4,3,1958,181458.20882992848,True,False,False
2735,5,2,2007,295216.4584253184,False,True,False
2256,2,3,2002,292062.6568277854,False,True,False
2968,2,3,2000,210573.0980635463,False,False,True
1226,5,2,1996,79442.58845696012,False,False,True
2394,3,1,1990,210826.19535464744,True,False,False
1138,3,3,1964,216479.5750772212,False,True,False
1855,4,1,1996,257825.23785880223,False,True,False
1816,5,2,1976,171509.18756934677,True,False,False
2172,4,2,1981,208222.68533613085,False,True,False
2138,3,2,2006,282190.64907906624,False,False,True
2473,4,2,1998,284858.225859332,False,True,False
2086,4,2,1999,222604.99698002948,False,True,False
1103,3,1,1962,97960.8147830008,False,True,False
2874,2,2,2017,279490.6611578588,False,True,False
1870,2,1,1997,188517.31441489665,False,False,True
1667,3,2,2009,273283.6379291364,False,True,False
1272,2,1,1955,226822.6536954688,True,False,False
2029,5,2,2016,279067.4320763253,False,True,False
2170,2,2,1991,229380.0680925387,True,False,False
1183,3,1,1955,254965.8619053378,True,False,False
2051,5,3,1974,322899.5891783243,True,False,False
2985,4,2,1998,328194.241469154,False,True,False
2573,3,1,1984,210921.00493025617,False,False,True
2142,3,1,1956,310583.66718332755,True,False,False
1292,2,3,1960,193652.28493300368,True,False,False
2394,5,2,2009,211997.77781116747,False,True,False
2267,3,3,1956,300740.695461539,False,False,True
2603,5,1,2016,420188.624045979,False,False,True
2749,5,2,1974,348298.34744274215,True,False,False
2241,2,3,1953,219802.3301261205,False,True,False
1176,3,2,2000,181346.3427932413,False,True,False
2322,5,1,1992,282550.6432230562,False,True,False
2699,5,3,1994,257040.4964163642,True,False,False
1057,4,1,1992,213693.5692026248,True,False,False
2292,2,1,1957,230073.1301845453,False,True,False
1307,3,3,1999,98780.90073220804,True,False,False
2593,5,3,2009,295989.9314964926,False,False,True
2311,2,3,1980,260752.96486817952,False,True,False
1976,3,1,1981,251045.7659645888,False,True,False
2128,5,2,1986,241222.6943832065,False,True,False
2251,3,2,1987,224177.54344430676,False,False,True
2270,3,2,1976,267759.57787441346,False,True,False
1699,2,2,2000,174178.7104472623,False,False,True
2517,2,2,2012,139158.2707011654,False,True,False
1082,4,2,1957,46909.90595344009,False,True,False
2209,4,3,2002,237142.3869126017,True,False,False
1251,4,2,1956,145979.61863049786,True,False,False
2378,5,1,2017,288165.08728491125,True,False,False
2773,4,1,1996,216087.4108179889,False,False,True
2895,3,2,1997,292447.90372355346,False,False,True
2719,2,1,1957,279086.6539671501,False,False,True
1795,3,1,1980,214079.6931301393,False,False,True
1896,2,2,1997,278159.58001591364,False,True,False
2961,2,3,1975,328531.69212290266,False,False,True
1209,3,3,1992,79419.65424248202,False,False,True
1815,3,2,1999,255586.77984868025,True,False,False
2831,5,3,2004,381431.1905837912,True,False,False
1608,2,3,1970,129308.30289258467,True,False,False
1446,4,2,1962,191470.82287763155,True,False,False
1459,5,1,2003,294023.0108731481,False,False,True
1967,4,3,2000,293841.7864679952,False,False,True
1471,5,2,1954,152520.7160686035,False,False,True
2743,2,1,2001,385277.4044603428,True,False,False
1369,3,3,1950,155979.1073626696,False,True,False
1899,3,2,1959,240375.46454290845,False,True,False
2957,2,3,1989,452870.6189894488,True,False,False
2515,3,3,2019,294531.2999695373,False,True,False
1922,2,2,1972,278424.9719996649,True,False,False
1136,2,1,1976,134093.96083469587,False,True,False
1366,2,2,2015,105316.74956996716,True,False,False
1911,5,1,1966,153278.61083467968,True,False,False
1183,3,2,1978,29695.882589195782,False,True,False
2611,5,2,1951,291074.0277351793,False,True,False
2310,4,3,2006,282043.88569343905,False,True,False
1471,2,1,2017,106276.67269154688,False,False,True
2398,3,1,1958,254042.8801308639,False,False,True
1653,4,1,1983,214435.84891943325,True,False,False
1748,2,3,1999,155000.57852783165,False,False,True
1536,4,2,1984,179969.00217039965,False,False,True
2534,5,3,1982,288923.38127913006,False,True,False
1801,5,2,1983,93424.5028116042,False,True,False
2602,3,2,1976,196553.91390566205,False,False,True
2273,4,2,2003,317578.70144769445,True,False,False
1919,4,2,1987,204066.9078203709,False,False,True
1509,5,2,2004,176194.1857565461,False,True,False
1629,5,3,2014,191618.97681182748,True,False,False
2001,3,1,2005,146488.52782890375,True,False,False
2096,2,2,1996,246465.58917422887,False,False,True
2305,3,3,2006,278290.391942167,False,False,True
1915,5,3,1984,142565.2669114566,False,False,True
2983,3,3,2009,345503.3756948367,False,True,False
2383,2,3,1955,247354.7255302592,True,False,False
2033,5,3,1952,234912.36891869025,True,False,False
2234,2,2,2017,262911.00711837737,True,False,False
2858,3,1,1994,322740.48533498973,False,False,True
1151,2,2,1956,149555.15435475094,False,True,False
2028,5,2,2016,215133.0776023814,True,False,False
2218,5,1,2016,269473.8671998398,False,False,True
2977,2,2,1966,321248.3405595739,True,False,False
2306,3,1,1987,287941.1848310904,False,True,False
1463,3,2,1996,127023.18215516428,False,False,True
2136,3,1,2014,252805.3293534904,True,False,False
1270,3,3,2015,155047.52350922563,True,False,False
2186,4,1,1950,230771.91933708903,False,True,False
1459,4,2,1960,268657.4243893783,False,True,False
1104,2,2,2011,156862.99589644166,False,True,False
2716,4,1,1958,268527.0343720601,False,False,True
2579,4,3,1954,276963.5095738046,False,True,False
2305,4,2,1989,220554.69738652275,False,True,False
2710,2,3,2006,290412.8865606449,True,False,False
1161,4,1,1982,160271.86357425415,False,True,False
1350,3,1,1987,240456.6608208076,True,False,False
1433,3,1,2005,173046.08482592576,False,True,False
1851,2,3,1979,200312.49677667432,False,False,True
1139,2,3,1982,130329.2680654274,True,False,False
2494,2,1,1989,294233.73590367544,False,True,False
2155,5,1,2017,211213.7896042515,True,False,False
1086,4,1,1971,86793.28072910913,True,False,False
2711,2,3,1972,275994.0508121542,False,False,True
1182,2,3,1971,154750.7632359577,True,False,False
1367,2,3,2010,268652.04502888536,True,False,False
1128,3,1,1985,54590.61325668864,False,True,False
2269,2,3,1950,231020.1763257434,False,True,False
2624,3,2,2016,304499.1833771531,False,False,True
2601,3,3,1974,366123.56772159046,False,False,True
1669,5,3,2018,212616.72235412255,False,False,True
2922,2,2,2012,228927.10108462977,False,True,False
2401,5,3,2000,215510.6063673248,True,False,False
1148,2,1,1971,132643.80245066396,False,True,False
1984,4,2,2006,196946.607013503,True,False,False
1851,2,1,1957,252401.69364192008,False,False,True
2456,2,2,1992,241033.22357244755,True,False,False
1627,2,3,2005,153176.8683221513,False,True,False
2749,2,2,1970,295817.2225836241,False,False,True
2492,2,3,1956,289858.4337981868,False,True,False
1445,2,3,1969,164652.40251662457,True,False,False
2504,5,1,2013,258224.9000536177,True,False,False
1883,4,2,1962,146980.29859823742,False,False,True
1293,5,2,1963,77854.74525405637,False,True,False
2788,4,3,1965,295840.6867616721,False,True,False
2166,5,1,1996,189690.11129791776,False,False,True
1249,5,1,1965,169213.71422205947,True,False,False
1877,2,3,1964,173924.39759129944,True,False,False
1947,5,1,2016,217406.53810107408,False,False,True
1974,4,1,1954,256423.403433212,True,False,False
2325,3,3,1954,260971.95409099804,False,False,True
2048,4,1,1994,248619.71287788372,False,True,False
1788,5,3,1963,227991.8249417322,True,False,False
1983,3,1,2014,188843.77725370068,False,False,True
1888,2,3,1993,176593.4951695552,False,False,True
1889,3,2,1985,285572.91395596345,True,False,False
2924,2,1,1967,340801.0766872682,False,False,True
1069,4,1,2021,109291.4631940446,False,False,True
1624,3,1,1999,163242.02819782053,False,False,True
1874,3,1,1993,269821.03613697604,False,True,False
2135,3,1,2007,243979.9715945805,False,False,True
2387,2,3,1993,256881.503996,False,False,True
2326,2,1,1950,162455.508707799,False,True,False
1470,4,3,2020,139905.71480632923,True,False,False
2987,4,2,1951,374752.4829694296,False,False,True
1090,5,2,1957,155667.02530872877,False,False,True
1529,2,3,1959,215092.20747585729,False,True,False
1660,4,2,1958,207666.8457199249,False,False,True
1738,3,3,1956,207197.9272513278,False,True,False
1725,3,1,1998,197764.7165032912,False,True,False
1871,3,3,1984,235909.7399955597,False,True,False
2686,4,2,1985,362549.6129768866,True,False,False
1191,3,3,2021,134941.3513731977,True,False,False
2986,3,2,2004,293758.4367650927,False,True,False
2575,2,3,1951,332725.3004415665,False,True,False
2265,2,2,1972,263885.0754237674,True,False,False
1137,4,1,1975,57294.91474598448,True,False,False
1344,2,3,1991,220492.6581737888,False,False,True
2203,5,1,1972,344907.46504439414,False,False,True
2008,4,1,1986,314097.81561526365,False,True,False
2735,5,1,1979,310514.66325170064,True,False,False
1502,5,2,2012,131922.46717924398,True,False,False
1202,4,2,1980,91660.4064376954,False,False,True
1572,2,1,1991,205927.41386667133,False,True,False
1191,2,3,2004,138518.0873494781,True,False,False
1004,4,2,1996,101994.76939844976,True,False,False
2913,5,2,1950,312060.6246681473,True,False,False
2260,4,1,2005,231080.5303760915,False,True,False
2716,4,2,1960,265907.30884787487,False,True,False
1310,3,3,1974,154119.9226636011,True,False,False
1548,3,2,1992,164396.46322894975,False,True,False
1055,5,2,1975,173055.17548298195,False,False,True
1442,2,3,1975,277155.5742188978,False,False,True
2260,3,3,1957,170089.63218233892,False,False,True
1869,3,2,2017,133350.3517198091,False,True,False
2884,5,3,2016,327600.1605722612,False,False,True
2220,4,2,2008,233654.459957974,True,False,False
1584,3,3,1992,166659.91002222974,True,False,False
2594,2,1,2000,343738.89976224734,False,True,False
1751,5,2,1992,164584.57185642337,False,False,True
2537,3,1,1963,324282.5456842293,False,True,False
2472,5,2,1957,359195.3544760287,False,True,False
1359,3,3,1991,185069.3098236055,False,True,False
2723,3,1,1952,263044.4753250622,True,False,False
1818,5,2,1991,245467.90427305803,False,True,False
1029,2,3,1984,174234.42069214737,True,False,False
2802,2,3,2001,351577.1382674847,False,True,False
1107,4,1,1994,159709.53283868253,False,False,True
1843,3,2,1951,77897.96676142109,True,False,False
2958,4,1,1997,348880.36472694005,False,True,False
2625,5,2,2014,353516.7096471359,False,False,True
1716,4,3,2020,250655.29757243488,False,True,False
1890,5,3,1958,235786.9794045198,False,False,True
2991,2,3,1997,322288.2554752952,True,False,False
2982,5,2,1987,333839.4627318027,True,False,False
1959,5,2,2020,243677.01464868625,False,True,False
2468,4,3,1999,313333.2629862688,False,True,False
1892,3,2,2016,165770.64498842577,False,True,False
2461,4,2,2018,325955.61735356867,False,False,True
1731,2,3,1974,161269.45886184054,True,False,False
2913,2,3,1982,259543.03590162247,False,True,False
1605,2,2,1995,140824.09089502075,False,False,True
1456,3,2,1961,155015.97857219193,False,False,True
1614,4,1,1959,190598.70785665044,True,False,False
2758,5,2,1967,492195.2599720151,True,False,False
1697,5,1,2013,195292.7353272072,False,True,False
2719,3,2,1995,333199.63916432613,True,False,False
2518,2,1,1968,320089.1268504639,False,True,False
1673,3,1,1977,115788.00094706356,True,False,False
2270,5,3,1973,306851.74564177456,False,False,True
1542,2,2,2013,269178.6226430631,True,False,False
2587,3,3,1998,216159.45753864635,False,False,True
1856,5,3,2008,268162.0088495193,False,False,True
2611,5,2,2021,281269.3434413524,False,False,True
1896,3,3,1978,214571.3264617414,False,True,False
2462,5,3,1952,326211.7780725448,False,False,True
1277,4,3,1951,140889.57909029908,False,True,False
1551,4,3,2009,162746.34332956548,False,False,True
2636,2,1,2002,238731.54831132427,False,False,True
1110,4,2,1972,208599.6744138576,False,True,False
1384,4,2,2001,203600.66857443727,True,False,False
2856,3,3,1969,209688.51355699165,False,True,False
1760,2,2,1983,294909.8600787352,False,False,True
2214,3,1,1981,302092.899989658,False,True,False
2513,3,3,1976,185674.24179643107,False,True,False
1693,4,3,1959,234797.36418844643,True,False,False
2449,4,3,1983,167723.32508062694,False,True,False
1404,5,1,1981,167976.04350495766,True,False,False
2358,5,2,1991,255041.0120063809,False,True,False
2232,2,1,1962,267089.9585322739,False,True,False
1021,4,2,1977,198994.89681316089,True,False,False
1677,5,1,1980,202347.98812734705,True,False,False
1610,3,1,1957,201406.4961944201,False,True,False
2231,4,3,1961,266120.0016470045,True,False,False
1007,2,3,2020,59661.38572467214,False,True,False
1701,2,3,2005,162217.55754746305,False,True,False
2710,3,1,1979,380553.8675794532,True,False,False
2808,5,1,1964,278037.71501106914,False,False,True
1528,3,2,2019,219001.134782118,False,False,True
1601,5,1,1997,132255.94096347294,False,False,True
2676,4,2,1965,255584.8401377701,False,False,True
1656,2,3,1963,189173.5240778396,True,False,False
1165,5,3,1982,161827.09966126145,False,True,False
1848,3,1,1995,156902.23498867138,False,False,True
1495,4,2,1982,69340.73831972921,False,True,False
1589,5,2,1987,257647.2557400597,True,False,False
1428,4,3,2011,130237.37300045363,True,False,False
1773,4,1,1977,213229.3405447992,False,False,True
1162,3,2,1991,118572.356764742,False,True,False
1365,3,2,1970,123826.60203397268,True,False,False
2549,4,2,2010,256036.13807696805,False,False,True
2262,4,3,2007,288645.20780983684,False,True,False
1071,5,1,1974,163226.4520343617,False,False,True
2468,3,2,1956,346804.9577440688,False,True,False
1654,5,1,1981,151354.32298577536,False,True,False
2845,2,2,2012,282746.4127185747,False,True,False
2532,5,3,1973,263534.7668683019,True,False,False
2818,4,1,1972,389824.0649143485,False,False,True
1268,2,2,1988,89185.69181383707,False,True,False
2776,5,3,1954,418034.03645392944,False,True,False
1414,2,3,2009,145481.17218146942,False,False,True
2268,3,3,1962,258049.2152281849,True,False,False
2015,5,2,1981,218059.6314670003,False,False,True
1674,5,3,1995,268735.38835605903,False,True,False
2083,3,3,2021,160445.72653217264,False,True,False
1005,5,3,2011,169669.99681106693,False,False,True
2732,2,3,1981,252190.34979972025,False,False,True
1981,3,3,2020,159982.00611214162,True,False,False
1569,2,2,1992,192192.9626595378,False,True,False
2840,5,1,1984,334441.23241672566,False,True,False
1406,5,2,1996,182783.47220965265,False,False,True
2240,5,2,2002,343054.1784885293,False,False,True
2953,5,2,1958,395123.2718426939,False,True,False
1025,2,1,1982,77465.45584447976,False,True,False
2838,5,1,1982,368397.7880239353,True,False,False
2028,3,3,2004,192457.7210137289,False,True,False
1985,3,1,1976,235096.5470050453,False,True,False
2555,4,2,1981,231931.3517812084,False,False,True
1389,3,3,1982,169288.55026184756,True,False,False
1709,4,1,1955,148607.44580514563,False,True,False
1570,3,2,2014,265378.1667260362,False,False,True
2471,3,3,1957,209649.83501919176,False,True,False
1753,5,3,2013,237262.9049453013,False,True,False
1145,3,3,1978,36721.24033283985,True,False,False
2411,5,2,1967,226287.0933845477,False,True,False
1784,5,3,1983,277987.09927413485,False,False,True
2272,3,2,2021,282041.8344428336,False,True,False
1525,2,1,2006,117333.4020067445,False,False,True
2485,5,3,1959,290190.250754886,False,True,False
1012,3,1,1984,112397.38772625974,False,False,True
1902,2,3,1957,154630.1132681188,False,False,True
1383,3,3,1960,171246.77439102856,False,True,False
1555,3,3,1954,73928.49757037306,False,False,True
1886,2,2,1973,181193.30543811,False,False,True
2422,3,1,1985,360911.48696486594,False,True,False
1018,5,3,2018,100794.93776815051,False,True,False
1574,4,3,1979,170165.55902933143,False,True,False
2514,4,2,1987,315115.58622611826,True,False,False
1750,3,3,1975,215321.52420759483,False,False,True
2003,4,2,1988,133072.27122336635,False,False,True
1418,4,3,2016,115452.27340515888,True,False,False
2360,4,1,1986,269471.6827550159,True,False,False
1418,5,2,1963,100606.64175710994,False,False,True
2938,5,2,2008,402386.0111754477,False,True,False
2939,4,3,1972,329127.9912182725,True,False,False
2635,2,1,1960,267514.1928722027,True,False,False
2698,2,3,2017,341818.1336107434,False,True,False
2951,2,2,1980,332296.3978685092,False,True,False
1121,5,3,1990,178976.80170877112,False,False,True
1431,5,1,1983,82014.85085934495,False,True,False
1043,5,2,2015,158715.02361381467,True,False,False
2895,5,1,2015,330943.6816199439,False,False,True
2943,4,1,1950,300359.63753252965,False,False,True
2340,5,2,1978,204292.84701925903,False,False,True
1380,4,1,2006,197024.11283954137,False,True,False
1144,2,3,2012,57599.5020916412,False,True,False
2350,4,2,1997,313761.4730871697,False,True,False
1362,2,1,1985,145240.0133437499,False,True,False
2073,5,1,1952,230607.77684772623,True,False,False
2088,2,3,1998,202493.0041409548,True,False,False
1354,2,3,2007,113307.31508273442,False,False,True
1799,4,3,1985,165266.03549388936,True,False,False
2187,2,3,1994,158071.04556825868,False,True,False
2164,3,1,1983,244073.8881464405,False,True,False
2989,2,1,1971,256011.4350438445,True,False,False
1825,5,1,2014,213918.085892598,True,False,False
2151,2,2,2011,170678.8730537469,True,False,False
1397,3,1,2001,156713.1232108183,False,True,False
2956,4,2,1975,329518.2121816808,False,True,False
1879,2,1,2018,182428.5086323888,False,False,True
1462,3,3,1955,290439.42121103103,False,False,True
2774,5,1,2007,244348.2392465504,False,False,True
2859,5,2,1985,304942.3899234513,True,False,False
1807,4,3,1995,154741.30900887377,True,False,False
1186,5,1,1970,147073.7371463256,False,True,False
2743,3,2,2004,240920.5436255182,True,False,False
1731,2,1,1992,197862.0568314408,False,True,False
2935,3,3,1984,315214.17188322026,False,True,False
2213,4,2,1963,324940.39174991345,True,False,False
2411,2,3,1974,331156.39067710505,True,False,False
1428,3,2,1988,219792.3086419768,False,True,False
1857,4,3,2016,223450.8340485269,False,True,False
2307,4,2,2019,262586.52209190826,False,True,False
2887,2,2,2002,308056.9584580674,True,False,False
1236,2,1,1961,78638.04968750477,False,True,False
2217,5,3,2006,301046.61171720654,False,False,True
2310,5,1,2009,334926.1924978539,False,True,False
1770,2,3,1985,215555.4117366092,True,False,False
1757,5,3,2014,133658.01262704935,False,True,False
1135,2,1,2012,112940.40673511809,False,False,True
1791,5,2,1987,166739.2691258618,True,False,False
2806,3,3,1980,289044.9798319662,False,True,False
1170,4,2,1966,145635.91222545784,False,True,False
1158,2,3,1983,197037.5413605849,True,False,False
1200,2,1,1996,43816.18276995073,True,False,False
2510,2,2,2001,206427.10641046177,False,True,False
2580,3,1,1992,217321.2939136978,False,True,False
1961,4,3,1978,169713.99080262927,True,False,False
2799,5,1,1971,305058.5722631636,True,False,False
1582,5,3,1987,224299.19784604505,False,True,False
2527,4,2,2011,274959.63104696973,True,False,False
1875,5,2,1984,175137.9177160822,True,False,False
1370,2,1,2004,177982.36859874806,False,True,False
1102,4,1,1993,213964.10497001128,False,True,False
2001,3,2,1955,201293.8380988334,True,False,False
2148,4,1,1968,293643.54669847,False,False,True
2336,2,1,1961,263539.178291356,True,False,False
1975,4,2,1976,261104.31704290424,True,False,False
1797,3,3,1982,286124.2490655934,False,False,True
2481,3,1,1986,284015.41111151496,False,False,True
2253,4,1,2007,241487.04100966363,False,False,True
1657,4,2,1980,178682.03018448563,False,False,True
1881,5,3,1996,291921.2308722802,True,False,False
2220,5,3,2015,180708.2409742715,False,False,True
2908,2,1,1969,299214.84618245496,False,True,False
1732,5,1,1978,233278.50732891267,True,False,False
1422,2,3,1974,197117.867743386,False,True,False
1571,2,1,1961,62387.831936103685,False,True,False
2633,4,3,1957,293014.6741809946,True,False,False
1170,5,1,2012,115512.56626897168,True,False,False
2405,3,1,2016,321874.8022319861,True,False,False
1172,3,2,2010,142031.05887469937,False,False,True
1662,4,3,1977,205779.7483765423,False,False,True
1452,3,3,1964,134067.4885427772,False,True,False
1349,3,1,2005,136827.26084608803,True,False,False
2925,4,2,1954,379199.7407634277,False,True,False
2975,3,3,2011,419473.8654634635,False,True,False
2657,4,1,1953,327764.39526773134,False,False,True
1493,2,1,1976,158599.90256078675,True,False,False
1619,5,2,1953,159246.0138686069,False,False,True
2027,3,3,2013,237960.03201176407,False,False,True
2116,4,3,1963,236556.08099334055,False,False,True
1918,3,1,1950,175593.2509280243,False,False,True
1005,5,1,1980,93865.33791495668,True,False,False
1287,3,2,1961,257353.06623236692,False,False,True
2641,2,3,1957,351960.24977970315,False,True,False
2169,4,3,2011,306298.2129017069,False,False,True
2806,5,2,1972,314030.2173410661,False,False,True
2447,2,3,2014,275806.58226009266,False,False,True
2913,3,2,2014,387898.7191819086,True,False,False
1607,3,3,2007,177022.6838519499,False,False,True
1456,3,2,1995,109148.34726093156,False,False,True
2764,5,2,2011,258867.27434665363,False,True,False
2225,4,1,1985,270687.72333187953,False,False,True
2235,5,3,1952,356364.80488115887,False,False,True
2029,2,1,1969,325045.2922285394,True,False,False
1623,4,2,2013,247754.5852344912,False,False,True
1375,5,2,1986,192213.7702489172,False,False,True
2914,3,2,2011,395447.64016421954,False,False,True
1446,2,3,1963,174944.1573554582,False,True,False
1834,3,1,1990,245211.0471032443,False,False,True
2129,5,2,2015,400904.95842366974,True,False,False
2674,2,3,1953,251498.64203202515,True,False,False
1810,4,2,1959,178459.9288482052,False,True,False
2424,4,2,2020,217752.8392987009,False,False,True
2119,5,2,1968,270690.4631361116,False,True,False
2411,5,2,2020,314413.5809749598,False,False,True
1958,4,1,1976,196576.06293231936,True,False,False
2475,4,2,1983,301447.5307710253,False,False,True
1848,5,2,2018,240234.92619678917,False,True,False
1808,4,1,1989,251143.47654734095,False,True,False
1978,2,1,1989,183809.2358373945,True,False,False
2924,5,2,1975,322540.5502837622,False,True,False
1415,2,1,2000,172126.50984210818,True,False,False
1725,3,1,1984,163922.60088976286,True,False,False
2527,2,1,1955,231014.67354663415,False,True,False
1453,5,1,2010,220918.4591909748,True,False,False
2314,3,2,2010,228523.90226869856,False,True,False
2557,4,3,1968,308200.3917057463,False,False,True
2216,2,3,1984,155904.81561968202,True,False,False
1149,2,2,1975,156762.8139613774,False,False,True
2903,5,3,1984,332220.7963955107,False,False,True
1758,4,1,2000,170390.32798286068,True,False,False
1778,5,3,2009,286020.5132304154,False,True,False
1972,4,2,2016,235195.3554987576,False,True,False
1762,5,3,1954,186024.7633451887,False,False,True
2001,4,2,1994,206035.8760761117,False,True,False
2538,3,3,2009,241594.4158427528,True,False,False
2416,5,1,2009,252552.8833576421,False,False,True
2339,3,1,1978,230431.94729055476,False,True,False
1075,5,1,1993,88959.52023129901,False,True,False
1598,5,3,1969,185041.9711602629,False,False,True
2293,5,3,2003,258498.1849287463,False,True,False
1224,2,3,2005,98663.47920186784,False,True,False
2553,5,1,2005,358239.83580249967,False,False,True
1112,4,3,1989,112197.83612968844,False,False,True
1250,2,3,1971,149365.7909525583,True,False,False
2256,4,2,1996,333306.1952343286,False,False,True
1840,4,1,2009,202550.81837001292,False,False,True
2814,4,3,1985,262147.62576993066,False,False,True
1713,4,2,1983,199599.652218472,True,False,False
2106,4,2,1983,272900.0530090872,False,False,True
1124,3,2,1976,73418.10582648407,False,False,True
2198,2,1,2014,211487.7225150221,False,False,True
2092,4,2,1978,235097.0556372768,False,False,True
2070,3,1,1981,231480.83285391107,True,False,False
1883,3,2,2006,171211.46885658443,False,True,False
2279,4,3,1962,184965.0497650042,True,False,False
2750,5,1,1985,273964.4724454981,False,True,False
1029,4,1,1962,134257.3932569141,False,True,False
1280,3,3,1995,202712.2574713943,True,False,False
1923,4,2,1954,119833.28083716528,False,True,False
2260,3,1,2002,239332.06468335417,False,False,True
2271,4,1,1966,334474.7383010339,False,False,True
1367,3,1,1951,291972.252393894,True,False,False
1494,4,1,1974,62533.35547610826,False,True,False
2048,5,1,1956,260456.7852907084,False,False,True
2609,5,3,1983,271235.5935182886,True,False,False
1717,3,1,1975,158448.02193617442,True,False,False
2513,5,1,2007,318228.58311375434,False,True,False
2016,5,3,2010,215835.3344171733,False,True,False
2517,2,2,1969,353065.111776038,True,False,False
2337,4,1,2014,258413.04024509896,False,True,False
1605,4,3,1971,218725.8767634236,False,False,True
1374,5,3,1966,161030.28922804788,True,False,False
1638,5,2,2012,294997.68231721176,True,False,False
2960,3,1,2015,244051.4676558036,True,False,False
2048,4,1,1965,232259.705111066,True,False,False
2357,2,2,2004,212249.59799903363,False,False,True
2378,2,3,2005,194696.6721562941,False,True,False
1115,5,3,1992,114072.02935859271,False,True,False
1047,3,3,1959,114776.25479428684,False,True,False
2761,3,2,2002,275062.94697818544,False,True,False
2801,4,2,2009,316486.3812943875,False,True,False
1098,5,3,1964,33289.3587556971,True,False,False
2482,5,1,1953,334159.8124931506,False,True,False
2546,3,1,1996,371402.9764471914,True,False,False
2620,2,3,1971,271067.4131884134,False,True,False
1404,2,1,1985,193297.02074066715,False,False,True
2237,4,3,1971,263629.79894482164,False,False,True
1684,5,3,1968,102641.95768223549,False,False,True
1902,5,1,1960,172587.4988860594,False,True,False
1502,2,1,2021,94130.38845644424,False,True,False
2744,5,2,2014,288048.8084354647,False,True,False
2471,5,1,2015,378171.4112358992,False,True,False
1893,3,1,1964,163192.9957999027,False,True,False
2599,4,1,1978,258318.40650307512,False,False,True
1257,4,1,1964,161257.14386477083,False,True,False
1843,4,3,2004,191445.83433113917,True,False,False
1120,3,1,2008,165662.7440604249,False,True,False
1809,4,3,2010,260102.0735342591,False,False,True
1977,4,3,2006,260362.451063618,False,False,True
1053,2,2,1971,43639.11874528311,False,True,False
2018,2,3,1979,195827.85633944505,False,True,False
2354,4,1,1974,242161.28527485373,False,True,False
1783,3,2,2016,153279.36381990334,False,False,True
1240,3,2,1958,162496.30408485848,False,False,True
2778,3,2,1983,347405.07735595194,False,True,False
2553,5,3,2013,306731.4460080121,False,False,True
1482,5,3,1972,135080.01753458206,False,False,True
2012,3,3,1959,254259.2393635854,False,True,False
1186,2,2,1995,171067.64678477403,False,True,False
2881,5,3,2000,346938.4487621928,False,False,True
1655,3,3,2011,229225.52679669915,False,True,False
1261,5,2,1988,164113.8260568625,False,True,False
1952,5,2,2014,320777.5273558194,False,False,True
2387,5,1,2021,250431.39192197635,True,False,False
1490,5,2,2016,107439.2918329254,True,False,False
1430,3,2,2002,111865.1911765853,True,False,False
1238,5,2,1992,240394.6922030825,False,False,True
1303,4,1,1967,202418.3734885129,True,False,False
1297,3,1,1983,121535.75834133336,True,False,False
1075,3,1,1958,156675.81682566626,False,False,True
2723,3,2,1951,265314.75958932936,False,True,False
2356,5,1,1964,198571.6081089628,False,False,True
2923,3,2,1958,345776.2666680282,False,True,False
1998,2,3,2009,256245.0813954644,False,True,False
2781,4,1,1960,322826.46474904346,False,True,False
1641,2,3,2010,137435.50915135106,True,False,False
2497,4,2,2011,228327.1669635896,False,False,True
1826,4,3,1970,221960.3098745397,False,True,False
2946,5,1,2014,303946.08568677114,False,False,True
1282,4,1,1969,160468.39405629478,False,False,True
1590,4,2,2000,312019.1247384312,False,False,True
1071,2,1,1957,201216.56548423428,False,True,False
2286,4,3,1996,289261.15662617487,True,False,False
1702,3,3,1964,233203.19181184896,False,True,False
2902,3,1,1968,318586.5563438601,False,False,True
2910,4,1,1973,344763.2515780663,True,False,False
2965,3,2,1962,251269.94382264407,True,False,False
1574,5,3,1993,209029.4370402661,True,False,False
